PairID,Text1,Text1 Translation,Text2,Text2 Translation,Score
Pair_ID_amh_train_528,. ህወሃት ኢትዮጵያውያንን አገር ጥለው እንዲሰደዱ ያደረገ በመሆኑ መመረጥ የለበትም ፤ ።,. HHWAT should not be elected because it made Ethiopians to leave the country and emigrate; .,. ህወሃት ሕገ-መንግሥቱን የጣሰ በመሆኑ መመረጥ የለበትም ፤ ።,. HWAT has violated the constitution and should not be elected; .,0.64
Pair_ID_amh_train_529,እንኳን ለ125ኛው የዐድዋ ድል በዓል በሰላም አደረሳችሁ ።,Congratulations on the 125th Adwa Victory Day.,እንኳን ለኢትዮጵያ ብሔር ብሔረሰቦችና ህዝቦች በዓል ቀን በሰላም አደረሳችሁ. ።,Greetings to the nation and people of Ethiopia. .,0.44
Pair_ID_amh_train_530,በነገራችን ላይ በራስ ከመሳቅ የበለጠ በራስ መተማመን የለም ፡፡,"By the way, there is no greater confidence than laughing at yourself.",ምርጥ መሆንና በራስ መተማመን ነው ፡፡,It's about being the best and being confident.,0.38
Pair_ID_amh_train_531,ምንም ተጨማሪ ፣ ምንም ያነሰ የለም ።,"Nothing more, nothing less.",ከመኖር በፊት ምንም የለም ::,There is nothing before existence.,0.39
Pair_ID_amh_train_532,ጠቅላይ ሚኒስትር ዶክተር አብይ አህመድ ከፓርቲ ውህደት ጋር በተያያዘም ፥,Prime Minister Dr. Abiy Ahmed regarding party merger:,የኢትዮጵያ ጠቅላይ ሚኒስትር ዶክተር አብይ አህመድ መሆናቸው አውቃለሁ ።,I know that the Prime Minister of Ethiopia is Dr. Abiy Ahmed.,0.53
Pair_ID_amh_train_533,ኦዴፓ የኢህአዴግ ስራ አስፈፃሚ ኮሚቴ አባላትን መረጠ ።,ODEPA elected the members of the Executive Committee of the EDP.,የኢህአዴግ) ስራ አስፈፃሚ ኮሚቴ መደበኛ ስብሰባውን ማካሄድ ጀምሯል ።,The Executive Committee of EHDP has started holding its regular meeting.,0.58
Pair_ID_amh_train_534,* በግፍ አስሮም ህክምና መንፈግ ለምን ?,* Why deny treatment by injustice?,በግፍ አስሮም ህክምና መንፈግስ ለምን ?,Why should I be treated with injustice?,0.91
Pair_ID_amh_train_535,"ዐርብ ፡-ከምሽቱ ሦስት ሰዓት የአማርኛ ዜና - ኤፕሪል 08, 2022 ።","Friday: Amharic news at three o'clock in the evening - April 08, 2022.","ሐሙስ ፡-ከምሽቱ ሦስት ሰዓት የአማርኛ ዜና - መስከረም 03, 2020 ።","Thursday: Amharic news at three o'clock in the evening - September 03, 2020.",0.59
Pair_ID_amh_train_536,ስፖርት ፤ የካቲት 5 ቀን ፣ 2010 ዓ.ም. ።,"sports; February 5, 2010 .",ስፖርት ፤ ጥር 21 ቀን ፣ 2010 ዓ.ም. ።,"sports; January 21, 2010 .",0.59
Pair_ID_amh_train_537,12/12/12 እንደዚህ አይነት ቀን ነፍጹም ተመልሶ አይመጣም ።,12/12/12 His soul will not come back on such a day.,በተመረጡ 12 ከተሞች 12 000 የመኖሪያ ቤቶች በመገንባት ላይ ናቸው ።,12 000 residential houses are under construction in 12 selected cities.,0.22
Pair_ID_amh_train_538,በርካታ ጉዳዮችን የያዘ መሆኑን ምንጮች ለኢሳት ገልጸዋል ።,Sources told ISAT that it contains several issues.,ይህ ጥቅል አገላለጽ በውስጡ በርካታ ጉዳዮችን የያዘ ይመስለኛል ፡፡,I think this package expression has several issues in it.,0.41
Pair_ID_amh_train_539,የተለያዩ ነገሮችን መሞካከር ሳይሆን አንድን ነገር በተለያዩ መንገዶች መሞከር ነው ፡፡,"It's not about trying different things, it's about trying the same thing in different ways.",የተለያዩ ነገሮችን ማየት ሳይሆን አንድን ነገር በተለየ መንገድ ለማየት መቻል ነው ፡፡,"It's not about seeing different things, it's about being able to see something differently.",0.72
Pair_ID_amh_train_540,መ - ቫዜክቶሚ ከተሰራ በሁዋላ አልጋ ላይ መቆየት አይኖርም ፡፡,D - There is no bed rest after a vasectomy.,ጥ - ቫዜክቶሚ ከተሰራ በሁዋላ የሚመረተው ስፐርም ምን ይሆናል ?,Q - What happens to the sperm produced after a vasectomy?,0.45
Pair_ID_amh_train_541,የጄ/ል ክንፈ ዳኘው ወንድም ኢሳያስ ፖሊስ የጠየቀውን ተጨማሪ የምርመራ ጊዜ ተቃወሙ) - - ።,"J/L Knefe's brother, Isaias, objected to the additional investigation time requested by the police) - -.",የሜጀር ጀነራል ክንፈ ዳኘው ወንድም አቶ ኢሳያስ ዳኘው ምርምራ ውስብስብ እንደሆነበት ፖሊስ ገለጸ ።,"Isaias Dannew, the brother of Major General Kenfe Dannew, said that the investigation is complicated.",0.59
Pair_ID_amh_train_542,እንዲህ የሚል ጠ ሚ በማኘታችንም ደስተኛ ነኝ ፡፡,I am happy that we received such a request.,“ ዛሬ ግን ደስተኛ ነኝ ።,"""But today I am happy.",0.39
Pair_ID_amh_train_543,አቶ በሐይሉ ገ/መድህን የካቲት 07 ፣2007 ።,"Ato Behailu G/Medhn February 07, 2007.",አቶ በሐይሉ ገ/መድህን ጥር 23 ፣2007 ።,"Mr. Behailu G/Medhn January 23, 2007.",0.62
Pair_ID_amh_train_544,“የፎሪ ፣ የፎሪ…” ማን ስብሰባ ጥሩ አላቸው !,"""Fori, fori..."" who has a good meeting!",እናማ…‘የፎሪ ፣ የፎሪ…’ የሚያሰኙ መአት ነገሮች አሉን ፡፡,"And then... we have things that make 'forry, forry...'.",0.61
Pair_ID_amh_train_545,ለኔ በስልጣን ላይ ያ ።,That's about power for me.,ለኔ የሚሆን ግን አይደለም ።,But not for me.,0.39
Pair_ID_amh_train_546,የፈረንሳይ ሊግ 1 - 73 ቢሊዮን ዩሮ (72 ቢሊዮን ዩሮ) 082 ቢሊዮን ዩሮ ።,French Ligue 1 - 73 billion euros (72 billion euros) 082 billion euros.,የእንግሊዝ ፕሪሚዬር ሊግ - 513 ቢሊዮን ዩሮ (84 ቢሊዮን ዩሮ) 864 ቢሊዮን ዩሮ ።,English Premier League - 513 billion euros (84 billion euros) 864 billion euros.,0.62
Pair_ID_amh_train_547,የሊቨርፑል ደጋፊዎች በድጋሚ እንኳን ደስ አላችሁ !,Congratulations to Liverpool fans again!,ሙስሊም ወንድም እህቶቻችን እንኳን ደስ አላችሁ !,Congratulations to our Muslim brothers and sisters!,0.42
Pair_ID_amh_train_548,ያገኘውን ቆጥቦ ንግዱን ማስፋፋትና ኑሮውን ማሻሻል ነው የሚመርጠው ፡፡,He prefers to save what he earns and expand his business and improve his life.,በአገር ውስጥ መኪኖችን የሚገጣጥሙ ኩባንያዎች በልዩ የስፖንሰርሺፕ ሁኔታ በመተሳሰር ችግሩን በቶሎ ለመፍታት ይቻላል ፡፡,The problem can be solved as soon as possible by joining the companies that match cars in the country through special sponsorship conditions.,0.34
Pair_ID_amh_train_549,የማዕድን ውጤቶች በስራ ላይ ባለው አዋጅ 30 በመቶ ሲሆን ፥,Mining products are 30 percent of the current decree.,ሽቶና መሰል መዋቢያዎች በስራ ላይ ባለው አዋጅ 100 በመቶ ሲሆን ፥,Perfumes and cosmetics are 100 percent according to the decree in force.,0.53
Pair_ID_amh_train_550,"ዐርብ ፡-ከምሽቱ ሦስት ሰዓት የአማርኛ ዜና - ማርች 19, 2021 ።","Friday :- Three o'clock in the evening Amharic News - March 19, 2021.","ረቡዕ ፡-ከምሽቱ ሦስት ሰዓት የአማርኛ ዜና - ማርች 17, 2021 ።","Wednesday: Amharic news at three o'clock in the evening - March 17, 2021.",0.72
Pair_ID_amh_train_551,እነዚህ ውሎች እነዚያን መብቶች አይገድቡም ወይም ማናቸውንም አይነጥቁም ።,These Terms do not limit or waive any of those rights.,በተጨማሪ ፣ እነዚህ ውሎች በምርት ተጠያቂነት ሕግ ሥር ያሉትን የእርስዎን መብቶች አይገድቡም ።,"In addition, these Terms do not limit your rights under the Product Liability Act.",0.61
Pair_ID_amh_train_552,“ሚኒስቴር” ማለት የፍትሕ ሚኒስቴር ነው ፤ ።,"""Ministry"" means the Ministry of Justice; .",የአሜሪካው ውጭ ጉዳይ ሚኒስቴር ት ።,The US Department of State.,0.34
Pair_ID_amh_train_553,ከሌሉ አሁን መግለፁ ለምን አስፈለገ ?,"If not, why is it necessary to explain now?",አሁን ይኽ ሁሉ አተካሮ ለምን አስፈለገ ?,Why is all this necessary now?,0.52
Pair_ID_amh_train_554,ውሸት ሁሌም ውሸት ነው !,A lie is always a lie!,ሰዎችም በአንድ ውሸት ሲሳቡና ያንን ውሸት የራሳቸው ሲያደርጉ ከዚያ የሚለያቸው ኃይል አይኖርም ፡፡,"When people are attracted by a lie and make that lie their own, there is no power to separate them.",0.58
Pair_ID_amh_train_555,የዓርብ ፤ የካቲት 6 ቀን ፣ 2012 ዓ.ም ሙሉ ሥርጭት ።,"Friday's February 6, 2012 full broadcast.",የማክሰኞ የካቲት 17 ቀን ፣ 2012 ዓ.ም የቀጥታ ሥርጭት ።,"Tuesday, February 17, 2012 live broadcast.",0.55
Pair_ID_amh_train_556,ከዚህ ምን ልንማር እንችላለን ?,What can we learn from this?,አሣዎች ይህን ማድረግ የቻሉት እንዴት ነው አደጋዎችን ለመቀነስ ከነሱ ምን ልንማር እንችላለን ?,How are fish able to do this and what can we learn from them to reduce risks?,0.45
Pair_ID_amh_train_557,ጥቅምት 13 2011 ወዝወዝ አዲስ ብስራት እዚህ ያዳምጡ ።,"October 13, 2011 Listen to the new news here.",ኅዳር 7 2011 ወዝወዝ አዲስ ብስራት እዚህ ያዳምጡ ።,"November 7, 2011 Wuzwuz Addis Bisrat Listen here.",0.72
Pair_ID_amh_train_558,መለስ ከልጅነት እስከ እውቀት ደራሲ ትኩእ ባህታ እንዲህ ያለ ነውር ፤ ።,Meles from childhood to knowledge author Tku Bahta such a shame; .,ያውም ከልጅነት እስከ እውቀት አብሮን ያለ !,That is with us from childhood to knowledge!,0.39
Pair_ID_amh_train_559,የሴት ልጅ ጥቃት ማለት አካል ማጉደል ብቻ መስሏችሁ ከሆነ ተሞኝታችኋል !,"If you think that girl violence is only mutilation, you are a fool!",የሴት ልጅ ጥቃት ይቁም !,Stop girl violence!,0.61
Pair_ID_amh_train_560,ሳይንስ እንደሚለው አብዛኞቹ ነፍሳት ሙሉ በሙሉ ለምግብነት መዋል ይችላሉ ።,"According to science, most insects are completely edible.",ለምግብነት መዋል የሚችሉ ሌሎች ነፍሳት ደግሞ በብዛት ዛፍ ላይ ይገኛሉ ።,Other edible insects are also abundant in trees.,0.62
Pair_ID_amh_train_561,የሰውን ፊት በፈጣሪ መነጽር ማየት ኀላፊነትን ያስታውሳል ።,Seeing a person's face through the lens of the creator reminds one of responsibility.,አንድ ሰው ከመጠመቁ በፊት የትኞቹን እርምጃዎች መውሰድ ይኖርበታል ?,What steps should a person take before being baptized?,0.23
Pair_ID_amh_train_562,ይህ ጎል ለማንቺኒ በጣልያን ሊግ ውድድር ላይ አንድ መቶ ሀምሳ አንደኛው ጎል መሆኑ ነው ።,This goal is Mancini's 151st goal in the Italian league.,በ2005 እ.ኤ.አ ኒውዮርክ ላይ የወርቅ ሜዳሊያ አግኝተናል ።,"In 2005, we won a gold medal in New York.",0.27
Pair_ID_amh_train_563,ጦርነቱም የአየር ድብደባውም ተጠናክሮ መቀጠል አለበት !,The war and the air strike must continue!,የአየር ድብደባው ተጠናክሮ መቀጠል አለበት ::,The airstrikes must continue.,0.7
Pair_ID_amh_train_564,የዓለም የቱሪዝም ቀን በጋምቤላ ተከበረ ።,World Tourism Day was celebrated in Gambella.,በየአመቱ መስከረም 17 ቀን የሚከበረው የአለም የቱሪዝም ቀን ዘንድሮም ለ39ኛ ጊዜ በጋምቤላ ተከብሯል ።,"World Tourism Day, which is celebrated every year on September 17, was celebrated in Gambella for the 39th time this year.",0.8
Pair_ID_amh_train_565,የ3 ልጆች እናት ናት ፡፡,She is a mother of 3 children.,አሁን የሁለት ልጆች እናት ነኝ ።,Now I am a mother of two children.,0.31
Pair_ID_amh_train_566,ግንቦት ሃያ አለም አቀፍ ኤርፖርት አስተዳደር በተዘጋጀው የጨረታ ሳጥን ዘወትር በስራ ሰዓት ማስገባት ይችላል ፡፡,May 20th International Airport Management may deposit in the bid box during regular business hours.,ኢኮኖሚ ልማት ጽ/ቤት ቢሮ ቁጥር 4 በተዘጋጀው የጨረታ ሣጥን ዘወትር በሥራ ሰዓት ማስገባት ይኖርባቸዋል ፡፡,They should be deposited in the tender box at the Office No. 4 of the Economic Development Office during working hours.,0.58
Pair_ID_amh_train_567,የዳርዊን ጽንሰ ሐሳብ ያስከተለው ውጤት ።,The result of Darwin's theory.,በ1909 ማኅበሩ ወደ ብሩክሊን ሲዛወር ለወንድሞች መኖሪያ የተደረገው አዲሱ ቤት ቤቴል ተባለ ።,"When the congregation moved to Brooklyn in 1909, the new home for the brothers was named Bethel.",0.27
Pair_ID_amh_train_568,የግንቦት 12 ቀን ፣ 2013 ዓ.ም. የዓለም ዜና ።,"May 12, 2013 World news.",የሐምሌ 12 ቀን 2013 ዓ.ም. ሙሉ ሥርጭት ።,"July 12, 2013 Full distribution.",0.55
Pair_ID_amh_train_569,መልካም አዲስ አመት ቀድሜ ፣ተሽቀዳድሜ ።,"Happy New Year in advance, I race.",መልካም አዲስ አመት ይሁንልን ::,Have a happy new year.,0.78
Pair_ID_amh_train_570,እኔ ራሴ በቅርብ አይደል እንዴ የሰማሁት !,I myself heard it recently!,ደፂ በድምፀ ወያኔ መግለጫ እየሰጠ ነው ።,Detsi is giving a statement on the vote of TPLF.,0.23
Pair_ID_amh_train_571,ኢንሻ አላህ አንድ ቀን ቶሞካን አዘግተን እንጠጣለን !,"God willing, one day we will stop and drink Tomoka!",ኢንሻ አላህ አላህ የተሻለውን ቀን ያምጣልን ?,"Insha Allah, may Allah bring us the best day?",0.59
Pair_ID_amh_train_572,ከአስመራ ተመርቀው ለሥራ ወደ ሐረር ሲሄዱ ነበር አሉ ከባለቤትዎ ጋር የተዋወቁት ፤ እውነት ነው ?,They said they met your husband when they graduated from Asmara and went to Harar for work. is true ?,የቆጣሪ አንባቢ በደንበኛ ቤት በአካል ተገኝቶ ትክክለኛ ንባብ መውሰዱ ወይም አለመውሰዱን ማረጋገጥ የሚያስችል ነው ።,A meter reader is physically present at the customer's home to confirm whether or not the meter is taking an accurate reading.,0.12
Pair_ID_amh_train_573,ለነገሩ... የራሱ ጉዳይ ነው !,After all... it's his own business!,ለነገሩ ፣ ሰው ነው ተዓምረኛው ።,"After all, man is the miracle worker.",0.33
Pair_ID_amh_train_574,” ምናምን ያላችሁ ነው የሚያስመስለው ፡፡,"""It looks like you have nothing.""",ወድቆ ያገኙት ነው የሚያስመስለው ፡፡,It looks like they found it when they fell.,0.41
Pair_ID_amh_train_575,በትግራይ የሚንቀሳቀስ ፓርቲ ስብሰባ እንዳያካሂድ መከልከሉን ገለፀ ።,He stated that he was prevented from holding a meeting of a party operating in Tigray.,ውድብ ናፅነት ትግራይ በመቐለ ውይይት እንዳያካሂድ መከልከሉን ገለፀ ።,"He stated that he was prevented from holding a dialogue in Mekelle, where he was not allowed to do so.",0.72
Pair_ID_amh_train_576,ስለዚህ መጽሐፍ ቅዱስ እንዲያው ሃይማኖታዊ መጽሐፍ ብቻ ነው ?,So is the Bible just a religious book?,መጽሐፍ ቅዱስ የረዳሽ እንዴት ነው ?,How did the Bible help you?,0.48
Pair_ID_amh_train_577,“ ፍቅር ያለበትን ነገር ሁሉ ፣... ።,"""Everything that has love,...",መሣርያም ያለበትን ቤት ሁሉ ፥,And every house where there is equipment:,0.27
Pair_ID_amh_train_578,ብፁዕ አቡነ ሳዊሮስ ቃለ ምዕዳን ሲሰጡ ።,His Holiness Abune Sawiros giving his farewell address.,ብፁዕ አቡነ ዳንኤል ቃለ ምዕዳን ሲሰጡ ።,Blessed Abune Daniel giving an interview.,0.78
Pair_ID_amh_train_579,የሴት ልጅ ግርዛት ከ2000 አመት በላይ.... ።,Female circumcision more than 2000 years....,በሙስሊም እምነት የሴት ልጅ ግርዛት ምንም መሰረት የሌለው ነው ።,"According to Muslim belief, female genital mutilation is baseless.",0.34
Pair_ID_amh_train_580,ስለዚህ በቋንቋ ሊቃውንት ዘንድ አቡጊዳዎች ይባላሉ ።,So they are called abugidas by linguists.,እንዴት አደረሽ ኢትዮጵያ / መልካም ቀን / ቸረ ነገር የምንሰማበት ይሁን !,How are you Ethiopia / Good day / May we hear good things!,0.2
Pair_ID_amh_train_581,ማንቺስተር ዩናይትድ ከ ብራይተን .ሀቅእማክማሀ ሰኞ መጋቢት 27/2013 ዓ ም የስፖርት ዜናዎች ።,"Manchester United vs. Brighton. Facts, Monday, March 27, 2013, sports news.",ማክሰኞ ሀምሌ 27/2013 ዓ ም የስፖርት ዜናዎች ።,Tuesday July 27/2013 sports news.,0.5
Pair_ID_amh_train_582,ወዘተ የሚሉ ጥያቄዎችን ማንሳት ይቻላል ።,Questions like etc. can be raised.,የሚሉ ጥያቄዎችን በግልጽ አይመልስም ።,It does not answer the questions clearly.,0.45
Pair_ID_amh_train_583,እማሆይ ያቀረቡዋቸው ቅኔዎች የሚከተሉት ናቸው ፡፡,The following are the poems presented by Mamahoy.,የኮከበ ጽባሕ ቅኔዎች የሚከተሉት ናቸው ፡፡,The poems of Kokebe Tsiba are as follows.,0.33
Pair_ID_amh_train_584,ምንም አዲስ ነገር የለም ፡፡,Nothing new.,ምንም የሚያስቸኩል ነገር የለም ።,There is nothing to worry about.,0.69
Pair_ID_amh_train_585,የወያኔ ጉዳይ ሌላ የኢትዮጵያ ጉዳይ ደግሞ ሌላ የሚለውን ልቀበል የምችለው እዚህ ላይ ነው ።,This is where I can accept that the issue of TPLF is different and the issue of Ethiopia is different.,“ ማድረግ የምችለው ሌላ ነገር ነበር ?,“Was there anything else I could have done?,0.25
Pair_ID_amh_train_586,ትናንት ኢትዮጵያዊ ዛሬም ኢትዮጵያዊ ነገም ኢትዮጵያዊ ሁሌም ኢትዮጵያዊ ።,"Yesterday an Ethiopian, today an Ethiopian, tomorrow an Ethiopian, always an Ethiopian.",ግን ኢትዮጵያዊ ወንድምህ ነኝ ::,But I am your Ethiopian brother.,0.47
Pair_ID_amh_train_587,ነሓሴ 11/2012(ኢዜአ) በአፍሪካ የሕክምና አቅርቦቶች የዲጂታል ግዢ ስርአት ላይ ያተኮረ ስብሰባ ነገ ይካሄዳል ።,August 11/2012 (ESA) A meeting focused on digital procurement of medical supplies in Africa will be held tomorrow.,በስብስባው ላይ በአፍሪካ የህክምና አቅርቦቶች የዲጂታል ግዢ ስርአት ላይ ገለጻ ተደርጎ ውይይት እንደሚካሄድ ተገልጿል ።,It has been stated that a discussion will be held on the digital procurement system for medical supplies in Africa.,0.81
Pair_ID_amh_train_588,መዝፈን ስትጀምር ፣ በቃ ሌላ ሰው ነው የምትሆነው. ።,"When you start singing, you become a different person. .",ሆኖም መዝራታቸውንና የግንባታ እንቅስቃሴያቸውን የገፉበት የድካማቸውን ፍሬ እንዲሁም እርካታ አግኝተዋል ።,"However, they have reaped the fruits of their labor and satisfaction with their sowing and building activities.",0.31
Pair_ID_amh_train_589,እግዚአብሔር ኢትዮጵያን እና ሕዝቦቿን ይጠብቅ ።,May God protect Ethiopia and its people.,እግዚአብሔር ኢትዮጵያን እና ሕዝቦቿን ይባርክ ፡፡,May God bless Ethiopia and its people.,0.86
Pair_ID_amh_train_590,የደቡብ ክልል ምክትል ርዕሰ መስተዳድር አቶ ርስቱ ይርዳ በበኩላቸው ፥,"On his part, the Deputy Governor of the Southern Region, Mr. Rustu Yerda said:",የአማራ ክልል ምክትል ርእሰ መስተዳድር አቶ ላቀ አያሌው በበኩላቸው ፥,"On his part, the Deputy Governor of the Amhara Region, Ato Lake Ayaleu said:",0.62
Pair_ID_amh_train_591,የገቢዎች ሚኒስትር ወ/ሮ አዳነች አቤቤ ።,Minister of Revenue Mrs. Adanech Abebe.,ወ/ሮ አዳነች አቤቤ ወደ ጠቅላይ ሚንስትር ዐቢይ አሕመድ ካቢኔ የመጡት የገቢዎች ሚኒስትር በመሆን ነበር ።,Mrs. Adanech Abebe came to Prime Minister Abiy Ahmed's Cabinet as the Minister of Revenue.,0.69
Pair_ID_amh_train_592,የልብ ሰርቶ ይቅርታ እቃ እቃ ጨዋታ ነው ።,It's a heart made sorry item game.,እኔ ማለት ድሮ እቃ እቃ ስንጫወት ብዙ የቅጠል ብር የነበረኝ ልጅ ነበርኩ ።,"I mean, I used to be a kid who used to have a lot of silver coins when we used to play games.",0.3
Pair_ID_amh_train_593,ፈጣሪ ነጭ ነዉ ጥቁር ?,Is the creator white or black?,ጥቁር እና ነጭ መከራ የተከመረበት የሰው መስክ ?,A human field where black and white suffering is piled up?,0.34
Pair_ID_amh_train_594,የህዝብ ተወካዮች ምክር ቤት 5ኛ ዓመት የስራ ዘመን 10ኛ መደበኛ ስብሰባ በዛሬው ዕለት ተካሂዷል ።,The 10th regular meeting of the 5th year of the House of Representatives was held today.,በረቂቁ ዙሪያ በዛሬው ዕለት በህዝብ ተወካዮች ምክር ቤት የህዝብ ውይይት አካሂዷል ፡፡,He held a public discussion on the draft today in the House of People's Representatives.,0.55
Pair_ID_amh_train_595,"ሰኞ ፡-ከምሽቱ ሦስት ሰዓት የአማርኛ ዜና - የካቲት 10, 2020 ።","Monday: Amharic news at three o'clock in the evening - February 10, 2020.","ዐርብ ፡-ከምሽቱ ሦስት ሰዓት የአማርኛ ዜና - ማርች 17, 2023 ።","Friday: 3 pm Amharic news - March 17, 2023.",0.62
Pair_ID_amh_train_596,ለጨረታ ማስከበርያ ያስያዘው አራት መቶ ሺህ ብርም ቀልጧል ፡፡,The four hundred thousand birr he reserved for auction enforcement has also melted.,ለጨረታ ማስከበርያ ያስያዘው 3መቶ ሺህ ብር ቀልጧል ፡፡,The 3 hundred thousand birr he reserved for auction enforcement has been melted.,0.73
Pair_ID_amh_train_597,በሃርቬይ ዴንት የታመነ ይአ ይአ ይአ ምለደይአ በጣም ከባድ ህመም ነው ውሰ ውቀበደተየ ።,"Believed by Harvey Dent, it is a very painful day.",በልጅነት ግብ ማውጣት አስፈላጊ የሆነበት ሦስተኛው ምክንያት ምንድን ነው ?,What is the third reason why it is important to set goals in childhood?,0.17
Pair_ID_amh_train_598,አቶ ንጉሱ ጥላሁን በዋልታ ቴቪ ።,Ato Ngusu Tilahun on Walta TV.,አቶ ንጉሱ ጥላሁን ከዋልታ ጋር ያደረጉት ቃለ ምልልስ(ክፍል 1) ።,Ato Ngusu Tilahun's interview with Polta (part 1).,0.73
Pair_ID_amh_train_599,የድርጅቱ መርሕ አርቃቂ አፅዳቂዎችም ብዛትም እንዲሁ ።,The number of drafters and approvers of the organization's principle as well.,ኢየሱስ የመታሰቢያውን ቂጣና ወይን በተአምር ያልለወጣቸው ለምንድን ነው ?,Why didn't Jesus miraculously change the memorial bread and wine?,0.17
Pair_ID_amh_train_600,የኢጋድ የመሪዎች ጉባኤ በሶማሊያ ብሄራዊ እርቅ ለማምጣት ሶስት አገራት በቅንጅት እንዲሰሩ ውሳኔ በማሳለፍ ተጠንቀቀ ።,The IGAD summit was cautious in passing a decision for three countries to work together to bring about national reconciliation in Somalia.,ከአንድ የሠለጠነ ባላባ በስተቀር ኝሩገን ኔባ ለስ ከኤጀንሲው ጋር ምሉደይአ ቼኞደጓ ።,"With the exception of one trained knight, Nrugen Neba Les, Mludeya Chegnodegwa with the agency.",0.27
Pair_ID_amh_train_601,ከትግራይ ወደ አማራ ክልል የሚገቡ የአማራ ተወላጆች ።,Amhara natives who enter the Amhara region from Tigray.,የአማራ ተወላጆች ከትግራይ ወደ አማራ ክልል እየገቡ ነው ።,Amhara natives are entering the Amhara region from Tigray.,0.84
Pair_ID_amh_train_602,የማናየውንም ነገር የሚያስረዳ ነው›› (ዕብ. ፲፩ ፥,"It explains what we do not see"" (Hebrews 11:",የማናየውንም ነገር የሚያስረዳ ነው›› ሲል ስለ እምነት አስተምሯል ፤ እምነት ተስፋ የሚሰጥና ነውና ፡፡,"It explains what we do not see,"" he taught about faith. Faith gives hope.",0.86
Pair_ID_amh_train_603,አቶ ጌታቸው ከአንድ ቦ ።,Mr. Lord from one Bo.,ጌታቸው አሰፋን ትተን ጌታቸው ረዳ ምን አለ ?,"Let's leave the Lord Asefa, what is the Lord Reda saying?",0.33
Pair_ID_amh_train_604,እስከአሁን ለምን እንደሆነ አላውቅም አልጀመረም ።,I still don't know why it didn't start.,አዎ ፣ እኔ ላስታውስህ – “እንደሚጨፋጨፉ አስቀድመን እናውቅ ነበር !,"Yes, let me remind you - ""We already knew that they would be crushed!""",0.33
Pair_ID_amh_train_605,እንኳን ለትንሣኤዉ በሰላም አደረሰን ።,May he bring us safely to his resurrection.,እንኳን ለግንቦት 20 በዓል በሰላም አደረሰን !,Happy May 20 holiday!,0.61
Pair_ID_amh_train_606,ሲሉ የእምነት ክህደት ቃላቸውን ሰጥተዋል ።,They gave their confession.,ጠበቃቸው 11 ወር ቆይተው ዛሬ የእምነት ክህደት ቃላቸውን መስጠታቸው እንደዘገየ ለፍርድ ቤቱ ተናግረዋል ።,His lawyer told the court that it was delayed to give his confession today after 11 months.,0.66
Pair_ID_amh_train_607,የትራንስፎርሜሽን ሥራ ማለት ነው ።,It means transformational work.,የሕዝብ ሥራ ነው ማለት ነው ።,It means it is public work.,0.28
Pair_ID_amh_train_608,ምስኪን ሀበሻ ፡ ኧረ አንድዬ የአንተ ጉዳይ ሲሆን መቼም ቢሆን ሰዓት አናዛንፍም፡፡,"Poor Habesha: Oh, when it's your business, we never set the clock.",) ምስኪን ሀበሻ ፡ አንድዬ ምን እየሆንክ ነው !,Poor Habesha: What are you doing?,0.56
Pair_ID_amh_train_609,እንዲህ ዓይነቱ አገልግሎት ምን ነገሮችን ይጨምራል ?,What does such a service include?,ይሁን እንጂ ለአምላክ ክብር ማምጣት ምን ነገሮችን ይጨምራል ?,"However, what does bringing glory to God include?",0.42
Pair_ID_amh_train_610,ይኸ ጉዳይ አልፎ አልፎ ሊሆን የሚችል ነገር ነው ፡፡,This is something that can happen occasionally.,የሞጣ ሰው እንደሆነች አልፎ አልፎ ስታወራ እሰማ ነበር ፡፡,I used to hear her say that she was an idiot.,0.25
Pair_ID_amh_train_611,"""ብሩክ ልቡ ትልቅ ነው ።","""Brock has a big heart.",ከትምህር ውጪም ልቡ ትልቅ ነው ።,He has a big heart outside of school.,0.5
Pair_ID_amh_train_612,በኢትዮጵያ 24 ሰዓታት 720 ሰዎች የኮሮና ቫይረስ ሲገኝባቸው ፤ የ14 ሰዎች ሕይወት አልፏል ።,720 people were diagnosed with corona virus in Ethiopia in 24 hours; 14 people lost their lives.,ተጨማሪ 1 ሺህ 460 ሰዎች የኮሮና ቫይረስ ሲገኝባቸው የ16 ሰዎች ህይወት አልፏል ።,"An additional 1,460 people were diagnosed with the corona virus and 16 people died.",0.69
Pair_ID_amh_train_613,ይህን ተከትለሎም በኢትዮጵያ የኮሮና ቫይረስ የተገኘባቸው ሰዎች ቁጥር 74 ደርሷል ።,"Following this, the number of people diagnosed with corona virus in Ethiopia has reached 74.",በኢትዮጵያ የኮሮና ቫይረስ የተገኘባቸው ሰዎች ቁጥር ወደ 65 ከፍ ብሏል ።,The number of people diagnosed with corona virus in Ethiopia has increased to 65.,0.67
Pair_ID_amh_train_614,ነገ ሰኔ 16 ነው ፡፡,Tomorrow is June 16.,ሰኔ 16/17 ትምህርት ቤት ቢባል ይሻላል :-) !,June 16/17 should be called school :-) !,0.36
Pair_ID_amh_train_615,የአፍሪቃ የእግር ኳስ ዋንጫ የምድብ ግጥሚያ እንደቀጠለ ነው ።,The group stage of the Africa Cup of Nations continues.,የአፍሪቃ የእግር ኳስ ዋንጫ ።,Africa Cup of Nations.,0.67
